Time,Pid,IP Client,Message,error_labels,error_labels2
2021-11-09 05:21:27.348979,30473,212.193.30.154,"[client 212.193.30.154] ModSecurity: Access denied with code 403 (phase 2). Operator GE matched 5 at TX:anomaly_score. [file ""/usr/share/modsecurity-crs/rules/REQUEST-949-BLOCKING-EVALUATION.conf""] [line ""151""] [id ""949110""] [msg ""Inbound Anomaly Score Exceeded (Total Score: 5)""] [severity ""CRITICAL""] [ver ""OWASP_CRS/3.4.0-dev""] [tag ""application-multi""] [tag ""language-multi""] [tag ""platform-multi""] [tag ""attack-generic""] [hostname ""tickets-tracker-muni.sfmtechnologies.com""] [uri ""/.env""] [unique_id ""YYn3R8lUZWpqW-5dM8BWMAAAAAU""]",1,Dangerous
2021-11-09 05:21:27.349519,30473,212.193.30.154,"[client 212.193.30.154] ModSecurity: Warning. Operator GE matched 5 at TX:inbound_anomaly_score. [file ""/usr/share/modsecurity-crs/rules/RESPONSE-980-CORRELATION.conf""] [line ""88""] [id ""980130""] [msg ""Inbound Anomaly Score Exceeded (Total Inbound Score: 5 - SQLI=0,XSS=0,RFI=0,LFI=5,RCE=0,PHPI=0,HTTP=0,SESS=0): individual paranoia level scores: 5, 0, 0, 0""] [ver ""OWASP_CRS/3.4.0-dev""] [tag ""event-correlation""] [hostname ""tickets-tracker-muni.sfmtechnologies.com""] [uri ""/.env""] [unique_id ""YYn3R8lUZWpqW-5dM8BWMAAAAAU""]",0,Not Dangerous
2021-11-20 23:08:45.768627,21400,34.73.89.200,"[client 34.73.89.200] ModSecurity: Warning. Matched phrase ""/.env"" at REQUEST_FILENAME. [file ""/usr/share/modsecurity-crs/rules/REQUEST-930-APPLICATION-ATTACK-LFI.conf""] [line ""204""] [id ""930130""] [msg ""Restricted File Access Attempt""] [data ""Matched Data: /.env found within REQUEST_FILENAME: /.env""] [severity ""CRITICAL""] [ver ""OWASP_CRS/3.4.0-dev""] [tag ""application-multi""] [tag ""language-multi""] [tag ""platform-multi""] [tag ""attack-lfi""] [tag ""paranoia-level/1""] [tag ""OWASP_CRS""] [tag ""capec/1000/255/153/126""] [tag ""PCI/6.5.4""] [hostname ""tickets-tracker-muni.sfmtechnologies.com""] [uri ""/.env""] [unique_id ""YZlx7eiuXFH39LdbQ01xcAAAAAE""]",1,Dangerous
2021-11-20 23:08:45.772261,21400,34.73.89.200,"[client 34.73.89.200] ModSecurity: Access denied with code 403 (phase 2). Operator GE matched 5 at TX:anomaly_score. [file ""/usr/share/modsecurity-crs/rules/REQUEST-949-BLOCKING-EVALUATION.conf""] [line ""151""] [id ""949110""] [msg ""Inbound Anomaly Score Exceeded (Total Score: 5)""] [severity ""CRITICAL""] [ver ""OWASP_CRS/3.4.0-dev""] [tag ""application-multi""] [tag ""language-multi""] [tag ""platform-multi""] [tag ""attack-generic""] [hostname ""tickets-tracker-muni.sfmtechnologies.com""] [uri ""/.env""] [unique_id ""YZlx7eiuXFH39LdbQ01xcAAAAAE""]",1,Dangerous
2021-11-20 23:08:45.772838,21400,34.73.89.200,"[client 34.73.89.200] ModSecurity: Warning. Operator GE matched 5 at TX:inbound_anomaly_score. [file ""/usr/share/modsecurity-crs/rules/RESPONSE-980-CORRELATION.conf""] [line ""88""] [id ""980130""] [msg ""Inbound Anomaly Score Exceeded (Total Inbound Score: 5 - SQLI=0,XSS=0,RFI=0,LFI=5,RCE=0,PHPI=0,HTTP=0,SESS=0): individual paranoia level scores: 5, 0, 0, 0""] [ver ""OWASP_CRS/3.4.0-dev""] [tag ""event-correlation""] [hostname ""tickets-tracker-muni.sfmtechnologies.com""] [uri ""/.env""] [unique_id ""YZlx7eiuXFH39LdbQ01xcAAAAAE""]",0,Not Dangerous
2021-11-21 01:56:08.087237,31442,23.146.241.19,"[client 23.146.241.19] ModSecurity: Warning. Matched phrase ""/.env"" at REQUEST_FILENAME. [file ""/usr/share/modsecurity-crs/rules/REQUEST-930-APPLICATION-ATTACK-LFI.conf""] [line ""204""] [id ""930130""] [msg ""Restricted File Access Attempt""] [data ""Matched Data: /.env found within REQUEST_FILENAME: /.env""] [severity ""CRITICAL""] [ver ""OWASP_CRS/3.4.0-dev""] [tag ""application-multi""] [tag ""language-multi""] [tag ""platform-multi""] [tag ""attack-lfi""] [tag ""paranoia-level/1""] [tag ""OWASP_CRS""] [tag ""capec/1000/255/153/126""] [tag ""PCI/6.5.4""] [hostname ""tickets-tracker-muni.sfmtechnologies.com""] [uri ""/.env""] [unique_id ""YZmZKDgCVJ7b4e6@yU@KVAAAAAg""]",1,Dangerous
2021-11-21 01:56:08.092709,31442,23.146.241.19,"[client 23.146.241.19] ModSecurity: Access denied with code 403 (phase 2). Operator GE matched 5 at TX:anomaly_score. [file ""/usr/share/modsecurity-crs/rules/REQUEST-949-BLOCKING-EVALUATION.conf""] [line ""151""] [id ""949110""] [msg ""Inbound Anomaly Score Exceeded (Total Score: 5)""] [severity ""CRITICAL""] [ver ""OWASP_CRS/3.4.0-dev""] [tag ""application-multi""] [tag ""language-multi""] [tag ""platform-multi""] [tag ""attack-generic""] [hostname ""tickets-tracker-muni.sfmtechnologies.com""] [uri ""/.env""] [unique_id ""YZmZKDgCVJ7b4e6@yU@KVAAAAAg""]",1,Dangerous
2021-11-21 01:56:08.093307,31442,23.146.241.19,"[client 23.146.241.19] ModSecurity: Warning. Operator GE matched 5 at TX:inbound_anomaly_score. [file ""/usr/share/modsecurity-crs/rules/RESPONSE-980-CORRELATION.conf""] [line ""88""] [id ""980130""] [msg ""Inbound Anomaly Score Exceeded (Total Inbound Score: 5 - SQLI=0,XSS=0,RFI=0,LFI=5,RCE=0,PHPI=0,HTTP=0,SESS=0): individual paranoia level scores: 5, 0, 0, 0""] [ver ""OWASP_CRS/3.4.0-dev""] [tag ""event-correlation""] [hostname ""tickets-tracker-muni.sfmtechnologies.com""] [uri ""/.env""] [unique_id ""YZmZKDgCVJ7b4e6@yU@KVAAAAAg""]",0,Not Dangerous
2021-11-26 08:58:22.630956,17908,13.68.215.133,"[client 13.68.215.133] ModSecurity: Warning. Matched phrase ""/.env"" at REQUEST_FILENAME. [file ""/usr/share/modsecurity-crs/rules/REQUEST-930-APPLICATION-ATTACK-LFI.conf""] [line ""204""] [id ""930130""] [msg ""Restricted File Access Attempt""] [data ""Matched Data: /.env found within REQUEST_FILENAME: /.env""] [severity ""CRITICAL""] [ver ""OWASP_CRS/3.4.0-dev""] [tag ""application-multi""] [tag ""language-multi""] [tag ""platform-multi""] [tag ""attack-lfi""] [tag ""paranoia-level/1""] [tag ""OWASP_CRS""] [tag ""capec/1000/255/153/126""] [tag ""PCI/6.5.4""] [hostname ""tickets-tracker-muni.sfmtechnologies.com""] [uri ""/.env""] [unique_id ""YaCTnh5HF7Q-JdhMko5YoAAAAAc""]",1,Dangerous
2021-11-26 08:58:22.636065,17908,13.68.215.133,"[client 13.68.215.133] ModSecurity: Access denied with code 403 (phase 2). Operator GE matched 5 at TX:anomaly_score. [file ""/usr/share/modsecurity-crs/rules/REQUEST-949-BLOCKING-EVALUATION.conf""] [line ""151""] [id ""949110""] [msg ""Inbound Anomaly Score Exceeded (Total Score: 5)""] [severity ""CRITICAL""] [ver ""OWASP_CRS/3.4.0-dev""] [tag ""application-multi""] [tag ""language-multi""] [tag ""platform-multi""] [tag ""attack-generic""] [hostname ""tickets-tracker-muni.sfmtechnologies.com""] [uri ""/.env""] [unique_id ""YaCTnh5HF7Q-JdhMko5YoAAAAAc""]",1,Dangerous
2021-11-26 08:58:22.638173,17908,13.68.215.133,"[client 13.68.215.133] ModSecurity: Warning. Operator GE matched 5 at TX:inbound_anomaly_score. [file ""/usr/share/modsecurity-crs/rules/RESPONSE-980-CORRELATION.conf""] [line ""88""] [id ""980130""] [msg ""Inbound Anomaly Score Exceeded (Total Inbound Score: 5 - SQLI=0,XSS=0,RFI=0,LFI=5,RCE=0,PHPI=0,HTTP=0,SESS=0): individual paranoia level scores: 5, 0, 0, 0""] [ver ""OWASP_CRS/3.4.0-dev""] [tag ""event-correlation""] [hostname ""tickets-tracker-muni.sfmtechnologies.com""] [uri ""/.env""] [unique_id ""YaCTnh5HF7Q-JdhMko5YoAAAAAc""]",0,Not Dangerous
2021-11-26 08:58:25.745010,19285,13.68.215.133,"[client 13.68.215.133] ModSecurity: Warning. Matched phrase ""/.env"" at REQUEST_FILENAME. [file ""/usr/share/modsecurity-crs/rules/REQUEST-930-APPLICATION-ATTACK-LFI.conf""] [line ""204""] [id ""930130""] [msg ""Restricted File Access Attempt""] [data ""Matched Data: /.env found within REQUEST_FILENAME: /core/.env""] [severity ""CRITICAL""] [ver ""OWASP_CRS/3.4.0-dev""] [tag ""application-multi""] [tag ""language-multi""] [tag ""platform-multi""] [tag ""attack-lfi""] [tag ""paranoia-level/1""] [tag ""OWASP_CRS""] [tag ""capec/1000/255/153/126""] [tag ""PCI/6.5.4""] [hostname ""tickets-tracker-muni.sfmtechnologies.com""] [uri ""/core/.env""] [unique_id ""YaCTocutvHxiA01VHx1vhwAAAAQ""]",1,Dangerous
2021-11-26 08:58:25.747988,19285,13.68.215.133,"[client 13.68.215.133] ModSecurity: Access denied with code 403 (phase 2). Operator GE matched 5 at TX:anomaly_score. [file ""/usr/share/modsecurity-crs/rules/REQUEST-949-BLOCKING-EVALUATION.conf""] [line ""151""] [id ""949110""] [msg ""Inbound Anomaly Score Exceeded (Total Score: 5)""] [severity ""CRITICAL""] [ver ""OWASP_CRS/3.4.0-dev""] [tag ""application-multi""] [tag ""language-multi""] [tag ""platform-multi""] [tag ""attack-generic""] [hostname ""tickets-tracker-muni.sfmtechnologies.com""] [uri ""/core/.env""] [unique_id ""YaCTocutvHxiA01VHx1vhwAAAAQ""]",1,Dangerous
2021-11-26 08:58:25.748683,19285,13.68.215.133,"[client 13.68.215.133] ModSecurity: Warning. Operator GE matched 5 at TX:inbound_anomaly_score. [file ""/usr/share/modsecurity-crs/rules/RESPONSE-980-CORRELATION.conf""] [line ""88""] [id ""980130""] [msg ""Inbound Anomaly Score Exceeded (Total Inbound Score: 5 - SQLI=0,XSS=0,RFI=0,LFI=5,RCE=0,PHPI=0,HTTP=0,SESS=0): individual paranoia level scores: 5, 0, 0, 0""] [ver ""OWASP_CRS/3.4.0-dev""] [tag ""event-correlation""] [hostname ""tickets-tracker-muni.sfmtechnologies.com""] [uri ""/core/.env""] [unique_id ""YaCTocutvHxiA01VHx1vhwAAAAQ""]",0,Not Dangerous
2021-11-26 08:58:40.714174,21935,13.68.215.133,"[client 13.68.215.133] ModSecurity: Warning. Matched phrase ""/.env"" at REQUEST_FILENAME. [file ""/usr/share/modsecurity-crs/rules/REQUEST-930-APPLICATION-ATTACK-LFI.conf""] [line ""204""] [id ""930130""] [msg ""Restricted File Access Attempt""] [data ""Matched Data: /.env found within REQUEST_FILENAME: /app/.env""] [severity ""CRITICAL""] [ver ""OWASP_CRS/3.4.0-dev""] [tag ""application-multi""] [tag ""language-multi""] [tag ""platform-multi""] [tag ""attack-lfi""] [tag ""paranoia-level/1""] [tag ""OWASP_CRS""] [tag ""capec/1000/255/153/126""] [tag ""PCI/6.5.4""] [hostname ""tickets-tracker-muni.sfmtechnologies.com""] [uri ""/app/.env""] [unique_id ""YaCTsJ@ma88vlD7fd7jzlAAAAAU""]",1,Dangerous
2021-11-26 08:58:40.718162,21935,13.68.215.133,"[client 13.68.215.133] ModSecurity: Access denied with code 403 (phase 2). Operator GE matched 5 at TX:anomaly_score. [file ""/usr/share/modsecurity-crs/rules/REQUEST-949-BLOCKING-EVALUATION.conf""] [line ""151""] [id ""949110""] [msg ""Inbound Anomaly Score Exceeded (Total Score: 5)""] [severity ""CRITICAL""] [ver ""OWASP_CRS/3.4.0-dev""] [tag ""application-multi""] [tag ""language-multi""] [tag ""platform-multi""] [tag ""attack-generic""] [hostname ""tickets-tracker-muni.sfmtechnologies.com""] [uri ""/app/.env""] [unique_id ""YaCTsJ@ma88vlD7fd7jzlAAAAAU""]",1,Dangerous
2021-11-26 08:58:40.718785,21935,13.68.215.133,"[client 13.68.215.133] ModSecurity: Warning. Operator GE matched 5 at TX:inbound_anomaly_score. [file ""/usr/share/modsecurity-crs/rules/RESPONSE-980-CORRELATION.conf""] [line ""88""] [id ""980130""] [msg ""Inbound Anomaly Score Exceeded (Total Inbound Score: 5 - SQLI=0,XSS=0,RFI=0,LFI=5,RCE=0,PHPI=0,HTTP=0,SESS=0): individual paranoia level scores: 5, 0, 0, 0""] [ver ""OWASP_CRS/3.4.0-dev""] [tag ""event-correlation""] [hostname ""tickets-tracker-muni.sfmtechnologies.com""] [uri ""/app/.env""] [unique_id ""YaCTsJ@ma88vlD7fd7jzlAAAAAU""]",0,Not Dangerous
2021-11-26 08:59:14.400707,18368,13.68.215.133,"[client 13.68.215.133] ModSecurity: Warning. Matched phrase ""/.env"" at REQUEST_FILENAME. [file ""/usr/share/modsecurity-crs/rules/REQUEST-930-APPLICATION-ATTACK-LFI.conf""] [line ""204""] [id ""930130""] [msg ""Restricted File Access Attempt""] [data ""Matched Data: /.env found within REQUEST_FILENAME: /public/.env""] [severity ""CRITICAL""] [ver ""OWASP_CRS/3.4.0-dev""] [tag ""application-multi""] [tag ""language-multi""] [tag ""platform-multi""] [tag ""attack-lfi""] [tag ""paranoia-level/1""] [tag ""OWASP_CRS""] [tag ""capec/1000/255/153/126""] [tag ""PCI/6.5.4""] [hostname ""tickets-tracker-muni.sfmtechnologies.com""] [uri ""/public/.env""] [unique_id ""YaCT0sQ4pvT50spAz3yvbQAAAAM""]",1,Dangerous
2021-11-26 08:59:14.403101,18368,13.68.215.133,"[client 13.68.215.133] ModSecurity: Access denied with code 403 (phase 2). Operator GE matched 5 at TX:anomaly_score. [file ""/usr/share/modsecurity-crs/rules/REQUEST-949-BLOCKING-EVALUATION.conf""] [line ""151""] [id ""949110""] [msg ""Inbound Anomaly Score Exceeded (Total Score: 5)""] [severity ""CRITICAL""] [ver ""OWASP_CRS/3.4.0-dev""] [tag ""application-multi""] [tag ""language-multi""] [tag ""platform-multi""] [tag ""attack-generic""] [hostname ""tickets-tracker-muni.sfmtechnologies.com""] [uri ""/public/.env""] [unique_id ""YaCT0sQ4pvT50spAz3yvbQAAAAM""]",1,Dangerous
2021-11-26 08:59:14.403800,18368,13.68.215.133,"[client 13.68.215.133] ModSecurity: Warning. Operator GE matched 5 at TX:inbound_anomaly_score. [file ""/usr/share/modsecurity-crs/rules/RESPONSE-980-CORRELATION.conf""] [line ""88""] [id ""980130""] [msg ""Inbound Anomaly Score Exceeded (Total Inbound Score: 5 - SQLI=0,XSS=0,RFI=0,LFI=5,RCE=0,PHPI=0,HTTP=0,SESS=0): individual paranoia level scores: 5, 0, 0, 0""] [ver ""OWASP_CRS/3.4.0-dev""] [tag ""event-correlation""] [hostname ""tickets-tracker-muni.sfmtechnologies.com""] [uri ""/public/.env""] [unique_id ""YaCT0sQ4pvT50spAz3yvbQAAAAM""]",0,Not Dangerous
2021-11-27 00:51:04.792382,28016,193.56.29.120,"[client 193.56.29.120] ModSecurity: Warning. Matched phrase ""/.env"" at REQUEST_FILENAME. [file ""/usr/share/modsecurity-crs/rules/REQUEST-930-APPLICATION-ATTACK-LFI.conf""] [line ""204""] [id ""930130""] [msg ""Restricted File Access Attempt""] [data ""Matched Data: /.env found within REQUEST_FILENAME: /.env""] [severity ""CRITICAL""] [ver ""OWASP_CRS/3.4.0-dev""] [tag ""application-multi""] [tag ""language-multi""] [tag ""platform-multi""] [tag ""attack-lfi""] [tag ""paranoia-level/1""] [tag ""OWASP_CRS""] [tag ""capec/1000/255/153/126""] [tag ""PCI/6.5.4""] [hostname ""tickets-tracker-muni.sfmtechnologies.com""] [uri ""/.env""] [unique_id ""YaFy6OmKlSzcWeGTMvIa5gAAAAs""]",1,Dangerous
2021-11-27 00:51:04.794957,28016,193.56.29.120,"[client 193.56.29.120] ModSecurity: Access denied with code 403 (phase 2). Operator GE matched 5 at TX:anomaly_score. [file ""/usr/share/modsecurity-crs/rules/REQUEST-949-BLOCKING-EVALUATION.conf""] [line ""151""] [id ""949110""] [msg ""Inbound Anomaly Score Exceeded (Total Score: 5)""] [severity ""CRITICAL""] [ver ""OWASP_CRS/3.4.0-dev""] [tag ""application-multi""] [tag ""language-multi""] [tag ""platform-multi""] [tag ""attack-generic""] [hostname ""tickets-tracker-muni.sfmtechnologies.com""] [uri ""/.env""] [unique_id ""YaFy6OmKlSzcWeGTMvIa5gAAAAs""]",1,Dangerous
2021-11-27 00:51:04.795486,28016,193.56.29.120,"[client 193.56.29.120] ModSecurity: Warning. Operator GE matched 5 at TX:inbound_anomaly_score. [file ""/usr/share/modsecurity-crs/rules/RESPONSE-980-CORRELATION.conf""] [line ""88""] [id ""980130""] [msg ""Inbound Anomaly Score Exceeded (Total Inbound Score: 5 - SQLI=0,XSS=0,RFI=0,LFI=5,RCE=0,PHPI=0,HTTP=0,SESS=0): individual paranoia level scores: 5, 0, 0, 0""] [ver ""OWASP_CRS/3.4.0-dev""] [tag ""event-correlation""] [hostname ""tickets-tracker-muni.sfmtechnologies.com""] [uri ""/.env""] [unique_id ""YaFy6OmKlSzcWeGTMvIa5gAAAAs""]",0,Not Dangerous
2021-11-27 00:51:05.280650,28615,193.56.29.120,"[client 193.56.29.120] ModSecurity: Warning. Matched phrase ""/.env"" at REQUEST_FILENAME. [file ""/usr/share/modsecurity-crs/rules/REQUEST-930-APPLICATION-ATTACK-LFI.conf""] [line ""204""] [id ""930130""] [msg ""Restricted File Access Attempt""] [data ""Matched Data: /.env found within REQUEST_FILENAME: /.env""] [severity ""CRITICAL""] [ver ""OWASP_CRS/3.4.0-dev""] [tag ""application-multi""] [tag ""language-multi""] [tag ""platform-multi""] [tag ""attack-lfi""] [tag ""paranoia-level/1""] [tag ""OWASP_CRS""] [tag ""capec/1000/255/153/126""] [tag ""PCI/6.5.4""] [hostname ""tickets-tracker-muni.sfmtechnologies.com""] [uri ""/.env""] [unique_id ""YaFy6aPxDA2XGh8CqY66qwAAAAI""]",1,Dangerous
2021-11-27 00:51:05.283189,28615,193.56.29.120,"[client 193.56.29.120] ModSecurity: Access denied with code 403 (phase 2). Operator GE matched 5 at TX:anomaly_score. [file ""/usr/share/modsecurity-crs/rules/REQUEST-949-BLOCKING-EVALUATION.conf""] [line ""151""] [id ""949110""] [msg ""Inbound Anomaly Score Exceeded (Total Score: 5)""] [severity ""CRITICAL""] [ver ""OWASP_CRS/3.4.0-dev""] [tag ""application-multi""] [tag ""language-multi""] [tag ""platform-multi""] [tag ""attack-generic""] [hostname ""tickets-tracker-muni.sfmtechnologies.com""] [uri ""/.env""] [unique_id ""YaFy6aPxDA2XGh8CqY66qwAAAAI""]",1,Dangerous
2021-11-27 00:51:05.283845,28615,193.56.29.120,"[client 193.56.29.120] ModSecurity: Warning. Operator GE matched 5 at TX:inbound_anomaly_score. [file ""/usr/share/modsecurity-crs/rules/RESPONSE-980-CORRELATION.conf""] [line ""88""] [id ""980130""] [msg ""Inbound Anomaly Score Exceeded (Total Inbound Score: 5 - SQLI=0,XSS=0,RFI=0,LFI=5,RCE=0,PHPI=0,HTTP=0,SESS=0): individual paranoia level scores: 5, 0, 0, 0""] [ver ""OWASP_CRS/3.4.0-dev""] [tag ""event-correlation""] [hostname ""tickets-tracker-muni.sfmtechnologies.com""] [uri ""/.env""] [unique_id ""YaFy6aPxDA2XGh8CqY66qwAAAAI""]",0,Not Dangerous
